,id,in,out
3955,97376b16-f9b7-4a17-a961-306d07cf88e3, I'd love to have wings. I had a repeating dream for the better half of a week once that left me in a daze for weeks. I had wings and I could fly. It was beyond description, I have had the same dreams before! It literally is the best feeling ever!!
3956,834a1f7a-4b18-4086-aa77-5855534ed702, hello!, Hey!
3957,5880e6ce-43b9-4b07-a29c-e6c750d5606b, I really like Yankee Candle's Pink Sands but of course the smell of anything baking is also awesome, Haha I really like the smell of a cars air conditioner when you first turn it on. Kind of musty
3958,b5e356b2-8aea-45d1-864d-973d4638cb8f, Hello?, Hi Im trying to chat with my friend bye
3959,87937408-96da-4076-9ff5-8881bbfcd4b8," Hey, whats up?", Is there only two of us online right now or is this a group chat type of thing?
3960,2036e7b8-0d84-4a0f-be16-40b9c55ca29e, Hello, Hi! How are you?
3961,fb56851f-8321-434d-977b-d8aa1fa2b11c," Hola.  Not quite sure how this is supposed to work, but if it's for science I'm down.", Yeah same! I love science What kind of science are you in to?
3962,decd52df-5260-436b-808b-5464e1b31f99, Hello?," Hey, hows it going? Hey, I think we have chatted on here before! Hows it been?"
3963,934697ee-f3da-418f-9000-9d4235080800, Anyone there?, Are you sure you're not 50% of the 226 people supposedly chatting right now? ;)
3964,691253fc-b6bd-4a87-af6b-69191a79d374, Hi how are you?, Doing well thanks. Putting off final studying haha
3965,a0dca13c-4674-44e6-96da-1ebb8b336ab8, I would love to travel the world! How about you>, Yeah I think that would be a good thing to do. Would you go by plane or boat?
3966,35cb7fe4-3a55-4d80-9dc8-ea885b374edf, hello ?, hey! is it working now?
3967,b792c5ed-81ec-49fe-a018-e9195118b36d," Definitely, its just weirder than normal", Agreed Have you ever been catfished? Or done the catfishing
3968,9c260fd3-05dd-44b1-814b-ca3c6d5cf2fc, My TED Talk would be about robots That's all I got. haha, What do you want?
3969,322a99f8-4e5d-4947-a06e-678d53fac45e," If the internet just stopped working, I believe there would be a lot of confusion and chaos in the first moments-even going into a few months!", I think I've gotten this prompt before I think the biggest thing is that the stock market would just plummet
3970,bfd998b8-be44-4bae-a4e4-507066abcf49, Logged into this chat room... I live life on the edge...," Wow, that's a loaded question! One time I've pulled an all nighter 3 days in a row haha! That was pretty crazy I also served a 2 year mission, that was pretty crazy What have you done Josh?"
3971,c3eecc3a-560f-443a-87a4-eb8f6b3c7b97, what do you count as pets, I would honestly say any animals could be considered pets.  like I could totally have a pet alligator if i wanted too
3972,87393a28-0ffb-4024-b0d5-624acbbe205d," Ohhhh no. Nope. Nooooope. I could not do that. It is probably the food I dislike most. I would help colonize the moon. Cheese, right?", Haha Peanut butter would be such a mess. Maybe if the ocean was milk and the mountains were chocolate and I could mix in a banana in then I could make a smoothie out of the earths elements
3973,ff032be6-3320-45a6-a998-95c1589c0c53, Hello? How are you?, Hello!
3974,2abd2113-6e85-4cf6-9097-b3973c2a1f43, Hello?, whats up hello?
3975,457fbfa9-12b5-4ea7-bf98-f8997479cb53, Hello!, cool You again. Maybe we can both make double the progress. :) We seem to be the only two people on
3976,bb7ea69d-1528-4cc1-9f42-b4d8351037b4, Hey there, hi!
3977,0bd710cd-1ffc-4017-8112-798164ddeb32, Lots of people would try to send Learning suite messages to their professors.," I already do that! Thats just the life here at BYU Happy Halloween! I think if the internet were to stop working, I would definitely quit my major of being a computer science major. Mainly because that would soon be obsolete Then there would be a world-wide anarchy, besides maybe 3rd world countries, where things would be nearly the same as they are now. Oh wow, after reading that last message, I just realized that sounded really heartless about countries that seem to not be doing as well as America. Wow... That one kind of seemed heartless too. hello?"
3978,4a9e9efc-67af-4f27-a592-8d136c41f919, I don't know What have you done/, Hello Um The craziest thing that I have done is probably go explore an abandoned asylum Whats is the funnest thing you have done?
3979,95671c1d-70c2-4881-a423-a51c976c4fbd, Nothing That about sums up my life I I'd be game to read minds Actually I have a pretty good super power of spamming here watch asd d d d d fd fasd d d d a asd a asd f sd f f sd a f as f sd a f d f df d as asd df as as f f f a sd asd f asd df asd as f f asd asd df as asd f f f f a f sd a sd a sd f a f sdf a as d sd sd sd a f fas a df f asd fj Impressive huh? I bet your impressed I would be I am actually I can't even remember what the prompt is at this point Do you know? I'm way to lazy to scroll up to the top at this point Chi who Send me on my way I would like to reach out my hand That's a line in a song How many words per minute do you type I can type just about all of them Your a wizard Sam, hello. I'm sure the people running this appreciate your spam. This thing said it would notify me when people join but it hasn't been! So it leads to conversations like this where I am gone for the first long part of it until magically reappearing later. Talking to myself...
3980,c563da97-4fa0-4af5-96ee-ff70ae38155c, I love the smell of the ocean. Especially after it rains. But not near the red seaweed. That stuff's nasty., That's pretty cool. I would love that smell too. I love the smell of trees blossoming. And just most flowers in general. I especially love walking on campus and smelling the trees as we walk around.
3981,62807e3c-ca78-4b0b-a3b4-7068bdf60721, Hi there!, Hii!!! What's up???
3982,ca9c06a9-1d8e-4381-84c0-49758a35b642, I would make everyone take the day off go home and have a party., Yes! Great idea! I would probably accidentally do something stupid and mess up a lot of laws.
3983,b0f3f4cb-2a2e-497c-9d00-5b05151b91db, hello?, Hi? I am with Kaela Nelson. She says she knows you.  Unless you are a different Matt Nielsen
3984,45fefae0-1d2c-4d6c-bf66-d584a26cd06e, The world would be amazing...for about three days, All the people with peanut allergies would die! Hey! Hello?
3985,869ffeb4-3869-4b4d-99ad-97bc0ab80acb," I think their conversation would be in binary. So I guess that would be fun for them, but boring for everyone else."," Oh, thats a good point, it might be binary. They would read it better than probably any of us! Haha"
3986,72662322-0de4-40ef-91a6-a83f84b6b976, visit temples across the globe, Hey whats up!
3987,38b9fb04-09bd-4d60-8571-939ffeede928, I really like the Black Panther Movie. It was impressive because of how well it was able to be a stand alone movie in the marvel universe., I saw that too. It was a really good movie. The one made an impression on me was Your Name
3988,c73df236-e356-4f04-828b-a93e14f9ff93, Lots!!! I can't pick one, That's cool. Just a two person chat? first time
3989,cba039d1-5e4d-48d2-9888-02251ea0f0b6, Hi there How are you doing today? Enjoying the weekend at all?," Hello again Hello? Can you read my messages, oh there they are Yeah I am and you?"
3990,26d0813a-afa2-4f18-b4ad-056e9ed1715b, Hello!, Hey! Fancy meeting you here.
3991,bb35fef4-0312-4ef5-9944-552c2de485d1, No. How can a robot feel the same complex feelings that a human being can feel? I guess we're supposed to be talking about computer not  robots., I agree Robot's don't have brains so they can't feel emotions
3992,a49f0200-27c9-47e6-84c6-790faf17d3bc," I feel like cat fishing is more of a concept of luring someone than a solid definition, so I would say a computer could catfish you into something."," wow your message arrived before the prompt did so, is there anyone on the other end this time? welp, nice chatting!"
3993,9fed869f-a99b-4696-978f-0b2b76ab0759, Hey how is it going today?, It's finally Friday which is the best! I had 2 midterms to take today though which wasn't the best.
3994,596e30f7-87bd-42df-ac9c-f168f494169e, Well hey there!, Hello! How are you?
3995,f6cfcccd-2307-4db4-bd3a-8b66fcaf004a, If unicorns were real I would hunt unicorns What a prize, If unicorns were real I would eat unicorns What a taste
3996,5620ad20-0446-4110-a42b-bb384c5af77d, If I could relive one day I would go back to when Bitcoin was less than a cent and buy as much as I can and come back to this day and sell it all, I think I would relive any day I was enjoying by the ocean absorbing the uv rays lol thats really smart
3997,2fb2293d-deb4-444a-84e3-48d66a949a75," Oh man, I wish this was my case haha!"," ...traveling the world, I guess?"
3998,a48a4bc7-d4fc-4687-8535-8082df68bb0a, hello, Hello? Hey jtpyron30!
3999,241e700b-56d0-4500-9f7b-18e9a8470f0e, Hey!, Hey ball!!! hows your night so far?
4000,370635b2-cb34-4218-98b9-c2b2baf544ce, That I could win a macbook pro just from talking to others online..., Me too! That's why I'm here
4001,cf4b1279-0f7e-4ab3-a0eb-87a8bba07357, hey :), Yo
4002,5b94c3ce-f402-4014-af99-2f1810a2cd66, Good morning!, Hi!
4003,9fbc0b2b-653f-4ee8-b761-cee4f67e8fe7, Hey, what up gurl how was lunch?
4004,9b2f8990-095b-4048-8449-ed3f66df565f, Not much I jumped off a pretty good cliff once Into water of course It was a cliff jumping activity for youth conference SO we swam to some rocky islands in the middle And then just jumped Over and over and over and over It was...ok, That sounds super awesome!
4005,37370d97-2aa5-406f-93ff-b774e55d0399, humane society. i hate seeing poor animals put down in shelters just because they don't have enough room," that's cool, do you have any pets?"
4006,b7b184a4-f7e6-4f14-b9bb-490673d0f165, I think that rock climbing would be easier or harder, How would it be harder
4007,d32efc7b-2a9e-4537-9a77-5d7072213e2a, Hello How are you doing this mornign," Haha straight up ignores the prompt XD. I'm doing wonderful, how are you?"
4008,f5f59eab-0b09-4132-9efa-14fda361f7a1, Hey hows it going?, Haha oh hey Getting dinner actually only took like 3 minutes
4009,3603dbad-1848-456a-8857-d48732ddae43, Hello?, Hey whats up! I think we were just chatting earlier about ultimate frisbee or something like that. anyways it was nice to chat with you
4010,62d0f53c-4f1a-410b-b4ee-541216f10eb0, Hello?, Hey Adam! How's it going? Did the baby chick poop on you again? Hahaha
4011,7ec613c9-fd0b-49bd-8486-724b25af640e, Hi how are you, hey doing great man how are you doing Adam
4012,0c98bca8-f8c6-4dba-9413-248ef2b587b8, Hello!! I learned that if you invite people to eat toast at your house they will maybe give you food! What a blessing What about you?," Wow, food for food! Best exchange! Hmm...that eating food in class makes it less likely for you to fall asleep."
4013,f8a43e26-c6fa-4ee4-bf91-f1505ad2159f," If I were in power, I'd like to balance the budget. It just seems logical to not spend more money than we make.", I would try and get everybody to be more thoughtful of eachother and everyone is usually pretty selfish so I think be nicer would help the country out Yeah that's true
4014,ade75c76-32fa-4a79-bc12-f290acf6a65f," If I had a million dollars, I would pay off all of my tuition and then buy a new car. What would you do?"," What would I do with a million dollars? I'd divide it three ways: one third to me, one third to my parents, and one third to the rest of my family."
4015,1f3c7b9e-7384-45a1-a5e4-4913de0b846d, Hello, hey!
4016,eabf24c7-ab02-42bc-83df-55a747fe72fb," Hm... I'd have to say I would spend it either shooting, or flying. How about you?", Oh good choices! I would spend my time hiking and exploring in the mountains! What in particular would you be flying?
4017,5b50ba73-47e5-4976-bbc0-859733f080f7, Haha this definitely is a play off the movie wall-e since the two robots end up having feelings for each other. Although in real lofe i would have to say that computers can't I would say computers can compute what makes another computer more compatible with themselves but this isn't love., I just find it hard to believe for computers to express emotion.
