,id,in,out,bot_out
6363,ce57eb26-e7d6-4a92-8495-524be608bf75, I would make all of my favorite stories real,,
6364,7e131846-a5d8-454b-a0d2-6fab0efe6936, I would fly. I would be convenient but I would flex my abs the whole time so I wouldn't not get exercise. Do you prefer M&Ms or Skittles?,,
6365,975e00b8-1d99-424c-af45-89189d90c4c8, anyone home?,,
6366,06833303-5cbc-43fd-a2da-9c08c5cdba40, hi is this a real person???,,
6367,53d6c0b6-43bb-4338-8126-aa1330444478, Hello! how are you? Hello?,"Well i'm gonna head out if you aren't gonna respond. I dont personally don't have a specific one, but i do have a lot of respect for entrepreneurs. They are all self made men who had to build a business from the ground up. i'm good! do you have a modern day hero? ",
6368,8cd3e701-169b-4627-a9ce-939717bd8c49, hi! anyone? I would choose jarvis because later he becomes Vision,,
6369,08c417a0-f10b-4dca-8907-d599c7bee93a, Hey can you see me now? I think I should be able to see you.,I can see you Can you see me? ,
6370,6d1ab54d-224a-413a-ad58-7637c65f3ccc," There are a lot of things that could cause that to happen And my response would be really different depending on what's wrong If the router just got unplugged, I'd plug it back in",,
6371,3b7f2aa9-2d0c-4752-9a83-3af696b435ba," If I could relive one day of my life, perhaps it would be when I had an all-nighter with a group of youth in a hotel. I know that's sort of a night and not really a day",What did you do that night that sounds fun! I would probably relive the best powder skiing day I've ever had ,
6372,38986fab-e88e-4a12-8631-405c8ff13c77," Oh, hey! You online?",Yeah. I am here ,
6373,4ca7608d-bb96-46c3-9038-94ac77f976e9, Amphibology I'm trying to use impressive words to get points Cryptozoology Floccinaucinihilipilification Pneumonoultramicroscopicsilicovolcanoconiosis Soucoyant Triskaidekaphobia,,
6374,1db66097-6221-4265-8fd0-1b26e41051c4," Hi! Umm, I would like to have telekinesis or invisibility",,
6375,f4ac294a-f4cd-41be-90e2-121bc3fe4846, Dogs could literally be man's best friend,Have you met dogs? Some of them just want to kill you. Imagine if that would be threats I think that pets would be terrifying if the could talk. ,
6376,e7c3d7ca-a9aa-4122-8d7e-22b98350618b, Hello/,What up? ,
6377,51184203-7212-42d1-952b-50c3ad0a22ca, Hello,,
6378,bdb1d84b-1f35-4a5a-8ca4-4a3804d4457f, hello?,,
6379,bdaebeb2-4932-4392-9e06-16a9e9c42c35, I dont know how to pronounce acai,hey you are back! ,
6380,06c5d878-917c-4454-bc6e-f2f7cb052d77, hello?,,
6381,601e163b-99f9-4980-bf13-b29423e43e53," Hmm, that's a really good question Well, in such a short amount of time I feel nothing lasting could really happen, considering most changes take months of preparing and planning One day isn't enough to execute a significant change, at least in my opinion",I agree.  I feel that people wouldn't take it serious either and it would last. ,
6382,92a2bd02-b890-4510-a29e-0f203ce554b9, hey who is this,,
6383,43af36b4-3044-4e52-b8b6-53f02e62649b, Hey,Greetings ,
6384,5bbacaaf-84c6-4b20-8738-2558bd385f17, I would focus on improving education at the elemenary levels in at-risk areas. There are a lot of new to the country students and kids with rough home lives in impoverished areas that start behind the average when they begin attending school. They are never able to really catch up. That could be improved,How would you improve that? ,
6385,dc7fb40c-6684-422d-a69a-63e54b67321f, Craziest thing I've ever done was probably set a park toilet on fire when I was in highschool. I got in big trouble for that one.,,
6386,194bd7a9-1255-4a17-a17a-50a35412bfbf, Hello?,I can't see your chats Hello are you there? Oh and just curious are you a guy or a girl? What are your thoughts on the matter? It is most definitely not murder and we do it every day. It is fine because we can turn them back on. ,
6387,9d845c08-3a01-4ae9-8e08-63a38902cd82," First of all we kind of have to ignore the fact that faster-than-light space travel is virtually impossible.  That beings said, if it were to happen, everything would change. We would be able to explore the galaxy and search for other inhabitable planets. If we were to find another Earth-like planet for humans to inhabit, that would be when things get interesting. I think that in the time that it would take to develop faster-than-light space travel and explore the galaxy, the Earth would continue to be depleted of all of it's natural resources. At that point, the rich will be able to escape and the poor will be left behind to suffer the consequences of the many years of lavish lifestyles lived by the wealthy. It would be like something out of a sci-fi movie. And all that is not to mention what we might discover in the cosmos. On this Earth-like planet that we might find there would likely be unique life forms that have never existed on this Earth.",,
6388,a8c52aca-2a13-4ab4-ab3e-b1415505a21b, Getting into BYU,,
6389,3208f225-e8da-4206-8e6d-055ef4bdf089," I think Mozart, although Beethoven is a close second. Hello?",you should look up the song sleeping lotus by joep beving ,
6390,36cc7e21-9168-45f3-84a5-a8563eeb1811, My dad is really an inspiration to me,"like, people who speak out when they only have something to lose, you know? Like in a very general sense, I think that people who speak truth to power are my modern day heros Buuuut It would be hard to pick just one person that is my hero I think there are a lot of people who inspire me that's really cool! ",
6391,4d0c89ec-dd75-4564-813a-e939022ed24d, Probably flight. I think that would be awesome!,"I don't really know... Yeah, flight's a classic. ",
6392,0414b0cb-4e29-4163-8972-a558b767160f, maybe the smell right before it rains,That's a good smell. I like Vanilla. ,
6393,16731e93-7b71-4252-b54f-553cdb685a81, They would not have much to talk about because they both have unlimited access to information and little way currently to form their own opinions.,"I guess they would have nothing to talk about with the technology that we have, but what about in the future? interesting hmmm ",
6394,cc7832a6-038e-482a-9060-e9492e7a10de, How are you this fine evening?,"Absolutely wonderful, thanks for asking. ",
6395,a4f248f5-46a5-4671-b5b9-b535bffa5179," No, they don't actually have emotions. What do you think?",,
6396,37522a56-862d-4d2b-9566-b3b72d12b415, Star trek Thats what would happen,Star Wars ,
6397,d7c53954-1490-407a-9329-93d0a10a3ba4, Honestly I don't know. I don't think I could live without google or gps,If the Internet stopped working my time would be totally free. I would be very bord. I would walk to my computor five times before I remember that the interenet off ,"I do not know any either, but I do know that they have been around for a long time."
6398,37b652e2-76fc-43a9-bd33-f49360b4a448, Hello?,Hey! ,
6399,0d5823cf-0f47-4503-a442-16a2ea37834b, I don't really know of any... how about you?,besides Tithing I would say I would donate to some environmental stuff hey whats up GIRL ,
6400,6b5aabf6-8dab-48b0-8f0a-8b230dcdf817," Yes I wonder why it is called ""catfishing""",,
6401,808e73b0-c14d-45ed-9301-6167f504768f, I would love to give one on the growth mindset versus the fixed mindset Have you ever heard about either of those psychology terms?,"? I have actually, both of them. Was there a talk recently about those mindsets Oh oops typo I would probably talk about international teaching and inderstanding culture ",
6402,6f5a58f1-553f-4ae4-b86e-ea28c367c1c2, this isn't the craziest but once i was standing on the back of my friends car and she started driving and i fell off the back and onto the concrete and i rolled a few times ,"That is so crazy What the heck, why? ",
6403,2637ca91-cce1-4ccd-8dff-b99dc2d28a1e, hey! i'd say mine is procrastinating at least right now anyways haha,,
6404,a7ed44d1-0f30-441b-b268-0593ebd649b2, Hello?,I guess it's night time. How are you doing tonight? Hi! How are you doing today? ,
6405,78709c5e-989e-4320-a41d-171d11cf0276, hello?,Is it working? Hi! ,
6406,e3efc070-9ede-4746-8d7d-410372eff4d8," I think it would only hurt us in the short term. Once people stop being in denial about it, we would be able to have better human connection.",,
6407,590896f0-6369-4db0-85d3-1d95489b16f5, who comes up with this lolol i wonder if there's a problem with the network or if this is another ghosting kind of thing i'm not really sure but i'm just gonna keep typing so if someone gets on here in a sec don't be alarmed i'm just really fond of free stuff i'm gonna type like a whole song girl why are you playing with me girl who are you playing with you've been on that new stuff i've been on that same girl why are you playing with me i ain't got no time for that might need me a refund i'mma need that time back. you say you tried i heard that line a thousand times before i'm not mad i'm not crying if you mad that 's fine and i think that i should go yeah why you trying to play me you being a different you i'm being the same me you oculd have gucci but now thats old navy and your homegirl wanna date me she shady baby girl why are you playing with me girl who are you playing with you've been on that new stuff i've been on that same girl why are you playing with me i ain't got no time for that might need me a refund i'mma need that time back,,
6408,a5eebaa6-0336-461d-ace4-0816b70b8e44, hey are you there?,,
6409,d10fa387-742f-40a4-a3c1-e64cb64de02d, Hi!,hello ,
6410,a4f652ff-0e0e-41e0-9fc1-7c38dd6378a3, That's a tough one I don't do a lot of crazy things,Yea I haven't done too much weird stuff Craziest thing I have ever done? ,
6411,61fe8c93-ba33-458c-892e-8611816dc87e, Hello?,,
6412,25bd9655-080f-4319-81c7-c38bf23fb9dd, I am passionate about causes that promote natural beauty/self esteem!,That's awesome! ,
6413,1ab36723-60f1-44ef-a828-56a421b2b7b0, What's your favourite colour?,Oh my favorite color is blue It's a tie between flying and breathing underwater ,
6414,599f4372-a939-4548-9d9d-f4566fea6bf1," Good afternoon! Or morning still I guess. If everyone vanished I would probably start going to look for them. Then I would probably start living ""I am legend"" style Hopefully I wouldn't get too lonely I think I probably would eventually though",,
6415,0362cade-24c4-4868-8a03-29e9fb693285, Hello??,,
6416,3add06d6-9b05-4c13-848a-6df1ec1f8c19," I'm i redhead... that's not really being good at something, but it is still something!",Okay sweet chat What are some things you're good at/like to do? Oh sweet! ,
6417,2c088e84-6fe4-4a83-95fe-f6d7f86554e8, I recently learned about the Iran Deal. I knew nothing about it until I watched a video on it 20 minutes ago.,Woah what is the iran deal? ,
6418,d5707f8c-ce87-4e73-b542-2a01a4515fcc, Hello?,Hi! ,
6419,cf8a9d82-d762-496b-8562-4023fd73268a, I found out that my wife is pregnany? pregnant?,I got married to my best friend. That was pretty great. ,
6420,f2279e2e-2d4d-47ad-80ef-64ed1009395d, I had a baby,Awh that would top it for sure ,
6421,72d56446-113c-447b-ae5c-914c716f8f8d," Well, I'd like to travel the world with it, but if it runs on gas maybe not because Im broke","If I had a flying car, I wouldn't be chatting on here because I would be reverse engineering the thing so I could patent the design and sell it ",
6422,cb814c2e-97ed-4998-85e8-95baab343126, Hello,If i had a magic wand I would just go out and make use of my imagination and just hack life. ,
6423,a3a8de11-5a01-47b0-bf02-24f542bc00d3, Hey there!,What about you? Hi! My modern-day hero would probably have to be Rian Johnson if I'm being honest haha ,
6424,42eaa1be-9cb8-49cb-a14c-fd04a1c8f571," Hello! How would you answer the prompt ""What is your favorite smell?""",Hey! I think we have talked to each other before. ,
6425,fd24585f-20fd-4680-9f09-9cb0b9180cee, Hello hello I'm so happy you logged on,A lot of people didnt Hello! Wow I'm starting to regret using my actual name ,
6426,aebb707e-b879-4ce0-8ac8-5705e7f363a1," Hmmm, that's a hard one....I'm actually not quite sure, haha.",for me I think I would go back to when facebook stock was really little and convince my parents to buy them ,
6427,99a48999-5a2a-4730-bba3-feccbb114f3d," I think that sounds really stick, slippery, and a little awful. Peanut butter is good, but too much peanut butter would  result in a constant stomach/head ache",,
6428,c36a2c6f-d901-4c4e-a3ab-8f7f154eb9b1," I would probably cry. I like people, but that would be kind of fun.","If that were to happen, I would probably run around in a panic and freak out. I don't think I could even last a day haha ",
6429,c4567502-394e-4c22-aee7-b72b0a3f72dc, I would spend it in a yurt in the mountains Sippin on some mym dew Living the dream Mtn*,Hello?? Hello? ,
6430,5b2e1f13-8fe6-4f52-b565-a1a8881fda84, Hows it going? hello? anyone there?,,
6431,f8888e35-f4ad-4e6f-9f86-394b729bcd06, hello?,,
6432,6af46e68-2f6d-463a-8359-4e103a52ae20, hello???,,
6433,850594c8-fede-484f-91da-68d9d077f9bb," A lot of what we depend on uses the internet so I think there would be major problems I use the internet for homework, to talk to my friends, to find locations Hello? Is anyone there",,
6434,733697bf-1c09-4354-a9fd-a079564aa27e, I'm not sure... probably Mozart.,,
6435,e53a4033-b455-46dd-9a5c-65a359d99db8, Hello?,Hi kookabera! How's it going? ,
6436,1c6595b4-a176-48d9-9bf3-127c25dd0a06," I think we would have a pretty ginormous problem on our hands. These prompts are getting a little repetitive haha So my favorite word is floccinaucinihilipilification. I would much prefer to chat with someone. Helloooooo :) Hey, you, guess what?? I think you just open a bunch of chats, but then never talk, but so you can gain points just by having them open. Sly, but not the most efficient way to earn :) just an fyi ha",,
