,Unnamed: 0,id,send,recv,bot_out
3180,3180,6b8e25d1-d3f6-4e4f-ae0e-71653751a937, Should Kavanaugh have been appointed?, No idea... I haven't kept up with the news or anything. Whose that?," I don't think so, but I'm not sure if I want to go to the dentist."
3181,3181,f651288d-443c-4fa9-b23f-2ca4af619ac3, I would relive my wedding day, Second favorite ice cream flavor? And spirit animal. Go [?][?], Congratulations!  How long have you been married?  Did you get married recently?
3182,3182,ab146564-fc82-42db-8131-edd5f99e89d0, I got married this year! Whats the best thing that happened to you?, Congratulations! I celebrated my second anniversary this year! Where did you get married?, Congratulations! I got engaged last year and it was the best day of my life.
3183,3183,594ad8a5-8167-4fde-b1fe-fcc3c86e4988, dang that's a hard one lol, Yes! I've been waiting for this prompt because I have learned some interesting things," I know, I am so mad at myself. I am going to have to go back to the store and get a new one."
3184,3184,f8d16ef2-5e95-400b-bab9-f54f5613d76b," If a computer is doing it, it's just automated catfishing. It's worse.", I would rather a computer fish for my cats than me.," That's true, but it's still scary to think about. I don't know what I would do if that happened to me."
3185,3185,ec2bb624-a6c9-4c4a-ac9d-d7b7af987e41, Holy cow that would be really bad if the internet stopped working, Right," Yeah, it was pretty bad. I had to call my mom to come pick it up."
3186,3186,aca05d5e-eb1a-4af1-8cd7-cbc63a6c9512, I have a few honestly," I can't think of any, who are yours?", What do you do for a living?  I am a teacher.  I love my job.
3187,3187,55180634-6a4d-4bfe-8eac-fc2411d8120e," Uh, I guess that depends on the definition of Modern day...", You know it could be someone as simple as your parents or even a best friend, Modern Day refers to the period from the beginning of the 20th century to the end of the 21st century.
3188,3188,b35887d4-5c08-49c0-ae6b-b6ed1945d8a3, How many straws anericand use everyday *Americans, How many is that/ ?," I'm not sure, but I do know that strawberries are one of the most popular fruits in the world."
3189,3189,9c4595ee-04b6-47bb-8b7c-625fd84476bf, Go to Hogwarts, Yes! Get my owl," Have you ever been to a HogWarts? It's an American entertainment company based in Pittsburgh, Pennsylvania."
3190,3190,5bfde0f8-4bf3-4b9e-96bf-4a7980bd4f9f, Hey, I would say to hash dude," Hi, how are you? I just got back from walking my dog. Do you have any pets?"
3191,3191,89859344-1ccc-46ea-9098-38b7e6d43cc0, How's your day going? Do you say anything back? ANSWER ME!!!," Hello? I think if computers started to ask not to be turned off, we would still turn them off. I think it's the equivalent of a little child asking to  not take a nap. A computer being turned off could be great for the computer and give it's hardware a chance to cool down. I as a human have to be turned off every now and then (naps) so why shouldn't a computer do the same/ I just think that it makes sense. Are you there?", My day is going well so far. I didn't say anything because I don't want to make a scene out of it.
3192,3192,e460737b-0425-4134-8fda-29f4af36da86, hello!, Hello! What's the best thing that's happened to you this year?, Hello! How are you doing today? I just got back from a walk with my dog.
3193,3193,8c8b671e-aefa-4c38-af03-a1e3fe2190d6, I think that I would have vanished instead of everybody else. There's no substitute for time., hello! Hows it going, That's a good way to look at it. I think I'm going to do the same.
3194,3194,0ecbd04e-01ee-4158-a9bf-9dafdf587f93, I feel like my modern day hero has to be Betty White., Hello Hey? a d b df df df g, That's a good one.  I like her too.  What do you like about her?
3195,3195,7b83ab57-732e-47c4-aba3-f31b3a716e92, hi! how are you?, whats up dude man dude man.. haha," I'm doing well, thank you. How are you this fine evening? I hope you are as well."
3196,3196,53375590-b299-4ef0-ac82-6ed019a04d85, Travel the world or go to space," I've always wanted to go on a long vacation. Not the world, but just the United States. See national parks. What countries would you like to visit most?", I would love to travel the world and see as many places as I can before I die.
3197,3197,72d6934d-959b-4aea-add9-8f98c4038e70, This is a really hard prompt haha, ummmmm idk i'm not like super passionate about a specific cause," I know, I was so excited when I found out I was getting a promotion, but I didn't think I was going to get it."
3198,3198,65e4e494-cab8-4777-ac58-562053ac8f36, That's heresy!, Probably something like what will happen between us\ right?," I know, right? I was so happy to see it. It's been a long time since I've seen it."
3199,3199,f48a45e5-f74b-43ca-ac3d-4063507d6b32, HITCH it impressed me very much," Um.... Probably Coco? Hitch is a good one, though! When did you watch it?"," I'm glad to hear that! What was it that impressed you so much about it, if you don't mind me asking?"
3200,3200,9dbdf444-be2c-4db7-86d4-e96af954ba38, Are you a person?, How are you doing?," Yes, I am a person. Are you asking me if I'm a person or not?"
3201,3201,4024140b-d351-4cf1-a620-c30b024ec4f1, oh a tough one, Hmm...maybe senior prom? That was such a good day. Haha," Yeah, I don't know what to do. I feel like I'm going to die."
3202,3202,59bb4bba-21d8-4b3b-aadf-7c723c8e0ae1, If I had to give a TED talk tomorrow I would talk about making the most out of every minute. I would encourage others to not let fear run their lives., Haha I'd probably talk about how preparation is important, That sounds like a great idea. I'm sure you'll do great. What is it about?
3203,3203,05f50c21-75ed-4975-8250-cf69f257bf08, Hi how are you doing today kind person?, I am doing well! The weather is absolutley wonderful today! And how are you doing this find day?," I'm doing well, thank you. How are you? What do you do for a living?"
3204,3204,6d827356-04c2-477e-9124-e9a7863c4890, Ultron. Definitely Ultron., you mean like jarvis but on steroids?, Have you ever played Ultimate Frisbee? It's a team sport played on a rectangular field.
3205,3205,239e99fb-b04e-4886-b314-f371b384c16e, My secret superpower would definitely be making the best chocolate chip cookies ever. What's yours?, My secret superpower. Interesting! Mine would be quoting the office at the perfect moments. I love Chocolate chip cookies!," I would love to bake some cookies, but I don't think I have the ingredients."
3206,3206,0c3ad425-e84b-4176-b33f-1c8658bf569a," In march I went to Lake Powel with this guy I had just met in January and we went Jeeping, repelling, and surfing, and I met his parents. Im just left home for college in.. January so Im newly on my own It was way fun", oh same! not quite so new but i just moved out in september that sounds like a Ton of fun my goodness, That sounds like a lot of fun! I bet you had a great time. How long have you been friends?
3207,3207,6ef63334-55a4-4a4e-be18-dc67b5f4d4d6, Hello How are you doing this wonderful afternoon," Hi! I'm good! Just finishing up some essays, how about you?"," I am doing well, thank you. How about yourself? What do you like to do for fun?"
3208,3208,9c376b5e-9a68-42c9-bd6d-705d701f8a4a, Hey How is it going? Also good morning," Hi, again. Morning to you It's aleight", Good morning! I am doing well. How are you? I hope you are as well.
3209,3209,2c15e3d3-c33d-481d-832b-6999d023e93d, What's up!, Hey whats up? I can't see your name for some reason," Nothing much, just got back from a long day at work. How are you doing today?"
3210,3210,d66e2698-813f-4646-b326-f9932fbf2bcb, Hey!, I would have to say Eddie from Hitch Hikers Guide to the Galaxy What is your favorite?, Hi! How are you? I just got back from walking my dog. It was nice.
3211,3211,5e71251d-a2db-48f1-b238-81521f5a53f0, Hi. How are you?, good and you ?," I'm doing well, thank you. How about yourself? Do you have any plans for the weekend?"
3212,3212,d7314ddc-dd92-45a1-8bec-7a1d08e5ff7d, I...don't think so...it's not like you're taking organic life from them...," Give me one second, I'm at my work, and I need to go run and do something.", That's what I was thinking. I don't know what I'm going to do now.
3213,3213,ca98a85f-3e6c-4b24-bbd8-1911e60386ac, No way. even if AI does get big. Not a chance., I don't think computers will ever be given the right to vote that seems kind of ridiculous haha., That's what I was thinking. I don't know what I would do if it happened.
3214,3214,441a3bb2-a744-4d89-a528-b9a869309ed7," OOOOOooOOOO I know exactly how i would spend my time There is a specific goal i have always wanted to accomplish, and if money was not an issue, i could spend all my time, and talents on this goal", What is that specific goal?, That's a great goal to have!  What is it that you want to accomplish?
3215,3215,bd20f814-aaee-479d-a764-4a1f170d4440, i have no idea, hey how are you!, Do you have any idea what you are going to do with the money you have saved up?
3216,3216,3a0d8663-bc1b-409b-9e42-0fa5074c611c," I would save a portion, and treat myself daily until it runs out.", I would buy a huge house, That's a good idea.  I think I'll do that.  Thanks for the advice!
3217,3217,e4c69278-b428-484f-9053-f2b9d114734e, Hello?, hey whats up!," Hello, how are you? I just got back from a long day of work, so I'm a little tired."
3218,3218,22491b4a-2b65-4b26-9256-b3b297459c5f, JARVIS!!!!!!!! or the robot from interstellar, YES JARVIS! Also interstellar was so good but MARVEL YES!, The Jarvis robot is a great movie. It was directed by James Cameron.
3219,3219,b7649233-5f51-464c-9ecb-3239a1dd7c07, I am terrified of snakes!, I've slept in a room full of snakes. My uncle is a reptile breeder... , I am not a fan of them either.  I don't think I could ever have one as a pet.
3220,3220,76edf4b9-a1d6-42bf-80b4-4de519a9f9b4, I'm really good at working under pressure, wow that is really cool, That's a good trait to have. What do you do when you're under pressure?
3221,3221,c5bad71a-8465-47a7-a497-5a5ad03cc352, this is the worst question out of all the prompts because I don't know any of the composers that well," Hey, I found you :) I accidentally closed the page", I'm sorry to hear that. Have you tried looking them up on Youtube?
3222,3222,253b9123-d0a6-4ed1-9bb1-abf2e42c23c2, hello, you think its murder to turn off a computer that is like a human?, Hello! How are you doing today? I just got back from a walk with my dog.
3223,3223,96aef99e-762e-400c-bb71-88615e40fba6, Hi!, Hey!," Hello! How are you doing today? I just got back from walking my dog, how about you?"
3224,3224,21e9d5a8-7969-439e-9948-6e64298757ca, No it was originally a computer from the start. It doesnt have a soul., I don't know. If I had to answer I would say no because you can turn it back on. And you're right it doesn't have a soul!," That's what I was thinking, but I'm not sure if I want to trust it."
3225,3225,ff8945ac-d618-4a80-a2e4-f70814b00c3b, i would build the wall, same I like that we have common goal goals," I would like to build a wall, but I don't know where to put it. Do you have any suggestions?"
3226,3226,f8eb6285-acb2-4a4c-ad10-923a55d9b007, Yo what's good with it," Haha yeah, let's chit-chat!"," Well, I'm not sure what to do with it. I don't know how to use it."
3227,3227,cf8d8e5f-bc41-4553-8b4f-6e3f169563d8, Hello! My TED talk would be about the power of conscious choice over biological and environmental forces., Hey! So sort of nature vs nurture stuff?, That sounds interesting. Do you have a specific topic in mind that you would like to talk about?
